r_table
1,1,1, A,
0,0,0, B,
0,0,1, C,
0,1,0, D,
0,1,1, E,
1,0,0, H,
1,0,1, L

d_table
0,0, BC,
0,1, DE,
1,0, HL,
1,1, SP

q_table
0,0, BC,
0,1, DE,
1,0, HL,
1,1, AF

s_table
0,0, BC,
0,1, DE,
1,0, HL,
1,1, SP

b_table
0,0,0, 0,
0,0,1, 1,
0,1,0, 2,
0,1,1, 3,
1,0,0, 4,
1,0,1, 5,
1,1,0, 6,
1,1,1, 7

c_table
0,0, NZ,
0,1, Z ,
1,0, NC,
1,1, C 

f_table
0,0,0, ADD,
0,0,1, ADC,
0,1,0, SUB,
0,1,1, SBC,
1,0,0, AND,
1,0,1, XOR,
1,1,0, OR ,
1,1,1, CP 

t_table
0,0,0,00H,
0,0,1,08H,
0,1,0,10H,
0,1,1,18H,
1,0,0,20H,
1,0,1,28H,
1,1,0,30H,
1,1,1,48H

l_table
0,0,0, RLC, 
0,0,1, RRC, 
0,1,0, RL, 
0,1,1, RR, 
1,0,0, SLA, 
1,0,1, SRA, 
1,1,0, SWAP, 
1,1,1, SRL
